14837KMSN MSN20131201000011212/01/13 00:00:31  5-MIN KMSN 010600Z AUTO 34003KT 8SM OVC110 M01/M02 A3006 740 88 -900 340/03 RMK AO2 T10061022
14837KMSN MSN20131201000511212/01/13 00:05:31  5-MIN KMSN 010605Z AUTO 34004KT 8SM OVC110 M01/M02 A3005 740 88 -900 340/04 RMK AO2 T10061022
14837KMSN MSN20131201001011112/01/13 00:10:31  5-MIN KMSN 010610Z AUTO 34003KT 9SM OVC110 00/M02 A3005 740 85 -800 340/03 RMK AO2 T00001022
14837KMSN MSN20131201001511212/01/13 00:15:31  5-MIN KMSN 010615Z AUTO 33003KT 9SM OVC110 M01/M02 A3005 740 88 -900 340/03 RMK AO2 T10061022
14837KMSN MSN20131201002011212/01/13 00:20:31  5-MIN KMSN 010620Z AUTO 31003KT 9SM OVC100 M01/M02 A3006 740 88 -900 320/03 RMK AO2 T10061022
14837KMSN MSN20131201002511212/01/13 00:25:31  5-MIN KMSN 010625Z AUTO 33003KT 8SM OVC100 M01/M02 A3005 740 88 -900 330/03 RMK AO2 T10061022
14837KMSN MSN20131201003011212/01/13 00:30:31  5-MIN KMSN 010630Z AUTO 33004KT 8SM OVC100 M01/M02 A3006 740 88 -900 340/04 RMK AO2 T10061022
14837KMSN MSN20131201003511212/01/13 00:35:31  5-MIN KMSN 010635Z AUTO 33003KT 10SM OVC100 00/M02 A3005 740 85 -800 330/03 RMK AO2 T00001022
14837KMSN MSN20131201004011112/01/13 00:40:31  5-MIN KMSN 010640Z AUTO 32004KT 9SM OVC100 00/M02 A3006 740 85 -800 320/04 RMK AO2 T00001022
14837KMSN MSN20131201004511212/01/13 00:45:31  5-MIN KMSN 010645Z AUTO 32005KT 9SM OVC100 M01/M02 A3006 740 88 -900 320/05 RMK AO2 T10061022
14837KMSN MSN20131201005011812/01/13 00:50:31  5-MIN KMSN 010650Z AUTO 31004KT 9SM OVC100 01/M02 A3006 730 82 -800 320/04 RMK AO2 SLP188 T00061022
14837KMSN MSN20131201005511212/01/13 00:55:31  5-MIN KMSN 010655Z AUTO 31004KT 10SM OVC100 01/M02 A3006 740 78 -700 320/04 RMK AO2 T00111022
14837KMSN MSN20131201010011212/01/13 01:00:31  5-MIN KMSN 010700Z AUTO 31003KT 10SM OVC100 01/M02 A3006 730 78 -700 320/03 RMK AO2 T00111022
14837KMSN MSN20131201010511212/01/13 01:05:31  5-MIN KMSN 010705Z AUTO 32004KT 10SM OVC100 01/M02 A3006 730 78 -700 320/04 RMK AO2 T00111022
14837KMSN MSN20131201011011212/01/13 01:10:31  5-MIN KMSN 010710Z AUTO 32004KT 10SM OVC100 01/M02 A3006 730 78 -700 320/04 RMK AO2 T00111022
14837KMSN MSN20131201011511212/01/13 01:15:31  5-MIN KMSN 010715Z AUTO 33004KT 10SM OVC100 01/M02 A3006 730 78 -700 330/04 RMK AO2 T00111022
14837KMSN MSN20131201012011212/01/13 01:20:31  5-MIN KMSN 010720Z AUTO 32004KT 10SM OVC100 01/M02 A3006 730 78 -700 320/04 RMK AO2 T00111022
14837KMSN MSN20131201012511212/01/13 01:25:31  5-MIN KMSN 010725Z AUTO 32005KT 10SM OVC100 01/M02 A3007 730 78 -700 320/05 RMK AO2 T00111022
