14837KMSN MSN20090501000009205/01/09 00:00:35  5-MIN KMSN 010600Z 28004KT 10SM CLR 12/07 A2986 920 68 800 280/04 RMK AO2
14837KMSN MSN20090501000509205/01/09 00:05:31  5-MIN KMSN 010605Z 29003KT 10SM CLR 12/07 A2986 920 71 800 290/03 RMK AO2
14837KMSN MSN20090501001009205/01/09 00:10:31  5-MIN KMSN 010610Z 28003KT 10SM CLR 12/07 A2986 920 71 800 280/03 RMK AO2
14837KMSN MSN20090501001509205/01/09 00:15:31  5-MIN KMSN 010615Z VRB05KT 10SM CLR 12/07 A2987 910 68 800 VRB/05 RMK AO2
14837KMSN MSN20090501002009205/01/09 00:20:31  5-MIN KMSN 010620Z VRB06KT 10SM CLR 12/07 A2987 910 68 800 VRB/06 RMK AO2
14837KMSN MSN20090501002509205/01/09 00:25:31  5-MIN KMSN 010625Z 30007KT 10SM CLR 12/07 A2987 910 71 800 300/07 RMK AO2
14837KMSN MSN20090501003009205/01/09 00:30:31  5-MIN KMSN 010630Z 30009KT 10SM CLR 12/06 A2987 910 68 800 300/09 RMK AO2
14837KMSN MSN20090501003511405/01/09 00:35:31  5-MIN KMSN 010635Z 30009G16KT 260V330 10SM CLR 12/06 A2987 910 63 800 290/09G16 260V330 RMK AO2
14837KMSN MSN20090501004011405/01/09 00:40:31  5-MIN KMSN 010640Z 29007G16KT 260V330 10SM CLR 12/05 A2987 910 63 800 290/07G16 260V330 RMK AO2
14837KMSN MSN20090501004509805/01/09 00:45:31  5-MIN KMSN 010645Z 30008G15KT 10SM CLR 12/05 A2987 910 63 800 300/08G15 RMK AO2
14837KMSN MSN20090501005011505/01/09 00:50:31  5-MIN KMSN 010650Z 30008G15KT 10SM CLR 12/04 A2987 910 61 800 290/08G15 RMK AO2 SLP113 T01170044
14837KMSN MSN20090501005509805/01/09 00:55:31  5-MIN KMSN 010655Z 30010G15KT 10SM CLR 12/04 A2987 910 61 800 300/10G15 RMK AO2
14837KMSN MSN20090501010009805/01/09 01:00:31  5-MIN KMSN 010700Z 30009G15KT 10SM CLR 12/04 A2987 920 58 800 300/09G15 RMK AO2
14837KMSN MSN20090501010509205/01/09 01:05:31  5-MIN KMSN 010705Z 30009KT 10SM CLR 12/04 A2987 910 58 800 300/09 RMK AO2
14837KMSN MSN20090501011009805/01/09 01:10:31  5-MIN KMSN 010710Z 29006G15KT 10SM CLR 11/04 A2987 910 63 700 290/06G15 RMK AO2
14837KMSN MSN20090501011509805/01/09 01:15:31  5-MIN KMSN 010715Z 29008G15KT 10SM CLR 11/04 A2987 910 63 700 290/08G15 RMK AO2
14837KMSN MSN20090501012009205/01/09 01:20:31  5-MIN KMSN 010720Z 30008KT 10SM CLR 11/04 A2987 910 63 700 300/08 RMK AO2
14837KMSN MSN20090501012509205/01/09 01:25:31  5-MIN KMSN 010725Z 30008KT 10SM CLR 11/04 A2987 910 63 700 300/08 RMK AO2
14837KMSN MSN20090501013009205/01/09 01:30:31  5-MIN KMSN 010730Z 30007KT 10SM CLR 11/04 A2987 910 63 700 300/07 RMK AO2
14837KMSN MSN20090501013509205/01/09 01:35:31  5-MIN KMSN 010735Z 30007KT 10SM CLR 11/04 A2988 910 63 700 300/07 RMK AO2
14837KMSN MSN20090501014009205/01/09 01:40:31  5-MIN KMSN 010740Z 30006KT 10SM CLR 11/04 A2987 910 66 600 300/06 RMK AO2
14837KMSN MSN20090501014509205/01/09 01:45:31  5-MIN KMSN 010745Z 29005KT 10SM CLR 11/04 A2988 910 66 600 290/05 RMK AO2
14837KMSN MSN20090501015010905/01/09 01:50:31  5-MIN KMSN 010750Z 29004KT 10SM CLR 11/04 A2988 910 66 600 280/04 RMK AO2 SLP117 T01060044
14837KMSN MSN20090501015509205/01/09 01:55:31  5-MIN KMSN 010755Z 29004KT 10SM CLR 10/04 A2988 900 68 600 290/04 RMK AO2
14837KMSN MSN20090501020009205/01/09 02:00:31  5-MIN KMSN 010800Z 29005KT 10SM CLR 10/04 A2988 900 68 600 290/05 RMK AO2
14837KMSN MSN20090501020509205/01/09 02:05:31  5-MIN KMSN 010805Z 29006KT 10SM CLR 10/04 A2988 900 68 600 290/06 RMK AO2
14837KMSN MSN20090501021009205/01/09 02:10:31  5-MIN KMSN 010810Z 29008KT 10SM CLR 10/04 A2988 900 68 600 290/08 RMK AO2
14837KMSN MSN20090501021509205/01/09 02:15:31  5-MIN KMSN 010815Z 29006KT 10SM CLR 10/04 A2989 900 68 600 290/06 RMK AO2
14837KMSN MSN20090501022009205/01/09 02:20:31  5-MIN KMSN 010820Z 28008KT 10SM CLR 10/04 A2988 900 68 600 280/08 RMK AO2
14837KMSN MSN20090501022509205/01/09 02:25:31  5-MIN KMSN 010825Z VRB05KT 10SM CLR 10/04 A2988 900 68 600 VRB/05 RMK AO2
14837KMSN MSN20090501023009205/01/09 02:30:31  5-MIN KMSN 010830Z 29008KT 10SM CLR 10/04 A2988 900 68 600 290/08 RMK AO2
14837KMSN MSN20090501023509205/01/09 02:35:31  5-MIN KMSN 010835Z 29008KT 10SM CLR 10/04 A2989 890 68 500 290/08 RMK AO2
14837KMSN MSN20090501024009205/01/09 02:40:31  5-MIN KMSN 010840Z 30008KT 10SM CLR 10/04 A2989 890 68 500 300/08 RMK AO2
14837KMSN MSN20090501024509805/01/09 02:45:31  5-MIN KMSN 010845Z 29010G15KT 10SM CLR 10/04 A2989 890 68 500 290/10G15 RMK AO2
