14837KMSN MSN20150802025011608/02/15 02:50:31  5-MIN KMSN 020850Z 21006KT 10SM CLR 24/19 A2980 970 76 2300 220/06 RMK AO2 SLP085 T02390194 56004
14837KMSN MSN20150802025510308/02/15 02:55:31  5-MIN KMSN 020855Z 21005KT 10SM CLR 24/19 A2980 970 76 2300 210/05 RMK AO2 T02390194
14837KMSN MSN20150802030010308/02/15 03:00:31  5-MIN KMSN 020900Z 21007KT 10SM CLR 24/19 A2980 980 76 2300 210/07 RMK AO2 T02390194
14837KMSN MSN20150802030510908/02/15 03:05:31  5-MIN KMSN 020905Z 19010G16KT 10SM CLR 24/19 A2980 980 76 2300 200/10G16 RMK AO2 T02390194
14837KMSN MSN20150802031010908/02/15 03:10:31  5-MIN KMSN 020910Z 21006G16KT 10SM CLR 24/19 A2979 980 76 2300 210/06G16 RMK AO2 T02390194
14837KMSN MSN20150802031510308/02/15 03:15:31  5-MIN KMSN 020915Z 20007KT 10SM CLR 24/19 A2979 980 76 2300 200/07 RMK AO2 T02390194
14837KMSN MSN20150802032010308/02/15 03:20:31  5-MIN KMSN 020920Z VRB04KT 10SM CLR 24/19 A2980 980 76 2300 VRB/04 RMK AO2 T02390194
14837KMSN MSN20150802032510308/02/15 03:25:31  5-MIN KMSN 020925Z 23006KT 10SM CLR 24/19 A2980 980 76 2300 230/06 RMK AO2 T02390194
14837KMSN MSN20150802033010308/02/15 03:30:31  5-MIN KMSN 020930Z VRB05KT 10SM CLR 24/20 A2980 980 78 2300 VRB/05 RMK AO2 T02390200
14837KMSN MSN20150802033510308/02/15 03:35:31  5-MIN KMSN 020935Z 20005KT 10SM CLR 24/20 A2979 980 78 2300 200/05 RMK AO2 T02390200
14837KMSN MSN20150802034010308/02/15 03:40:31  5-MIN KMSN 020940Z 21006KT 10SM CLR 24/20 A2979 980 78 2300 210/06 RMK AO2 T02390200
14837KMSN MSN20150802034510308/02/15 03:45:31  5-MIN KMSN 020945Z 22005KT 10SM CLR 24/19 A2979 980 76 2300 220/05 RMK AO2 T02390194
14837KMSN MSN20150802035011008/02/15 03:50:31  5-MIN KMSN 020950Z 22005KT 10SM CLR 24/19 A2979 980 76 2300 230/05 RMK AO2 SLP080 T02390194
14837KMSN MSN20150802035510308/02/15 03:55:31  5-MIN KMSN 020955Z VRB03KT 10SM CLR 24/19 A2980 980 76 2300 VRB/03 RMK AO2 T02390194
14837KMSN MSN20150802040010308/02/15 04:00:31  5-MIN KMSN 021000Z VRB04KT 10SM CLR 24/19 A2979 980 76 2300 VRB/04 RMK AO2 T02390194
14837KMSN MSN20150802040510308/02/15 04:05:31  5-MIN KMSN 021005Z 21004KT 10SM CLR 23/20 A2979 980 81 2200 220/04 RMK AO2 T02330200
14837KMSN MSN20150802041010308/02/15 04:10:31  5-MIN KMSN 021010Z 22004KT 10SM CLR 23/20 A2979 980 81 2200 220/04 RMK AO2 T02330200
14837KMSN MSN20150802041510308/02/15 04:15:31  5-MIN KMSN 021015Z VRB03KT 10SM CLR 23/20 A2979 990 81 2200 VRB/03 RMK AO2 T02330200
14837KMSN MSN20150802042010308/02/15 04:20:31  5-MIN KMSN 021020Z 22006KT 10SM CLR 23/20 A2979 990 81 2200 230/06 RMK AO2 T02330200
14837KMSN MSN20150802042510308/02/15 04:25:31  5-MIN KMSN 021025Z 22007KT 10SM CLR 24/20 A2979 990 78 2300 220/07 RMK AO2 T02390200
14837KMSN MSN20150802043010308/02/15 04:30:31  5-MIN KMSN 021030Z 22007KT 10SM CLR 24/20 A2979 990 78 2300 220/07 RMK AO2 T02390200
14837KMSN MSN20150802043510308/02/15 04:35:31  5-MIN KMSN 021035Z VRB06KT 10SM CLR 24/20 A2979 990 78 2300 VRB/06 RMK AO2 T02390200
14837KMSN MSN20150802044010308/02/15 04:40:31  5-MIN KMSN 021040Z 22006KT 10SM CLR 24/20 A2978 990 78 2300 220/06 RMK AO2 T02390200
14837KMSN MSN20150802044510308/02/15 04:45:31  5-MIN KMSN 021045Z 22007KT 10SM CLR 23/20 A2978 990 81 2200 220/07 RMK AO2 T02330200
