14837KMSN MSN20010201000009502/01/01 00:00:31  5-MIN KMSN 010600Z VRB04KT 7SM CLR M04/M07 A2993 850 84 -1200 VRB/04 RMK AO2
14837KMSN MSN20010201000509502/01/01 00:05:31  5-MIN KMSN 010605Z 22003KT 7SM CLR M04/M07 A2994 850 84 -1200 220/03 RMK AO2
14837KMSN MSN20010201001009502/01/01 00:10:31  5-MIN KMSN 010610Z 00000KT 7SM CLR M04/M07 A2994 850 84 -1300 000/00 RMK AO2
14837KMSN MSN20010201001509502/01/01 00:15:31  5-MIN KMSN 010615Z VRB03KT 7SM CLR M04/M07 A2994 850 84 -1200 VRB/03 RMK AO2
14837KMSN MSN20010201002009502/01/01 00:20:31  5-MIN KMSN 010620Z 21003KT 7SM CLR M04/M07 A2994 850 84 -1200 210/03 RMK AO2
14837KMSN MSN20010201002509502/01/01 00:25:31  5-MIN KMSN 010625Z VRB03KT 7SM CLR M04/M07 A2994 850 84 -1200 VRB/03 RMK AO2
14837KMSN MSN20010201003009502/01/01 00:30:31  5-MIN KMSN 010630Z 00000KT 7SM CLR M04/M07 A2994 850 84 -1200 000/00 RMK AO2
14837KMSN MSN20010201003509502/01/01 00:35:31  5-MIN KMSN 010635Z 00000KT 7SM CLR M04/M07 A2994 850 84 -1200 000/00 RMK AO2
14837KMSN MSN20010201004009502/01/01 00:40:31  5-MIN KMSN 010640Z 19003KT 7SM CLR M05/M07 A2994 850 88 -1300 190/03 RMK AO2
14837KMSN MSN20010201004509802/01/01 00:45:31  5-MIN KMSN 010645Z 20003KT 6SM BR CLR M05/M07 A2994 850 88 -1300 200/03 RMK AO2
14837KMSN MSN20010201005011502/01/01 00:50:31  5-MIN KMSN 010650Z 20003KT 6SM BR CLR M05/M07 A2994 850 88 -1300 200/03 RMK AO2 SLP149 T10501067
14837KMSN MSN20010201005509502/01/01 00:55:31  5-MIN KMSN 010655Z 00000KT 7SM CLR M05/M07 A2994 850 84 -1300 000/00 RMK AO2
14837KMSN MSN20010201010009502/01/01 01:00:31  5-MIN KMSN 010700Z 21004KT 7SM CLR M05/M07 A2994 850 84 -1300 210/04 RMK AO2
14837KMSN MSN20010201010509502/01/01 01:05:31  5-MIN KMSN 010705Z 21003KT 7SM CLR M05/M07 A2994 850 84 -1300 210/03 RMK AO2
14837KMSN MSN20010201011009502/01/01 01:10:31  5-MIN KMSN 010710Z VRB03KT 7SM CLR M05/M07 A2994 850 84 -1300 VRB/03 RMK AO2
14837KMSN MSN20010201011509502/01/01 01:15:31  5-MIN KMSN 010715Z VRB04KT 7SM CLR M05/M07 A2994 840 84 -1300 VRB/04 RMK AO2
14837KMSN MSN20010201012009502/01/01 01:20:31  5-MIN KMSN 010720Z VRB03KT 7SM CLR M05/M07 A2994 840 84 -1300 VRB/03 RMK AO2
14837KMSN MSN20010201012509502/01/01 01:25:31  5-MIN KMSN 010725Z VRB05KT 7SM CLR M05/M08 A2995 840 81 -1300 VRB/05 RMK AO2
14837KMSN MSN20010201013009502/01/01 01:30:31  5-MIN KMSN 010730Z VRB04KT 8SM CLR M05/M08 A2995 840 81 -1300 VRB/04 RMK AO2
14837KMSN MSN20010201013509502/01/01 01:35:31  5-MIN KMSN 010735Z VRB03KT 8SM CLR M06/M08 A2995 840 84 -1400 VRB/03 RMK AO2
14837KMSN MSN20010201014009502/01/01 01:40:31  5-MIN KMSN 010740Z 00000KT 8SM CLR M06/M08 A2995 840 84 -1400 000/00 RMK AO2
14837KMSN MSN20010201014509502/01/01 01:45:31  5-MIN KMSN 010745Z VRB03KT 8SM CLR M06/M08 A2995 840 84 -1400 VRB/03 RMK AO2
14837KMSN MSN20010201015011202/01/01 01:50:31  5-MIN KMSN 010750Z 00000KT 8SM CLR M06/M08 A2995 840 84 -1400 000/00 RMK AO2 SLP153 T10561078
14837KMSN MSN20010201015509502/01/01 01:55:31  5-MIN KMSN 010755Z 27003KT 8SM CLR M06/M08 A2995 840 84 -1400 270/03 RMK AO2
14837KMSN MSN20010201020009502/01/01 02:00:31  5-MIN KMSN 010800Z VRB04KT 8SM CLR M06/M08 A2995 830 88 -1500 VRB/04 RMK AO2
14837KMSN MSN20010201020509502/01/01 02:05:31  5-MIN KMSN 010805Z 27005KT 8SM CLR M06/M08 A2996 830 88 -1500 270/05 RMK AO2
14837KMSN MSN20010201021009502/01/01 02:10:31  5-MIN KMSN 010810Z 27005KT 8SM CLR M06/M08 A2996 830 84 -1500 260/05 RMK AO2
14837KMSN MSN20010201021509502/01/01 02:15:31  5-MIN KMSN 010815Z VRB05KT 8SM CLR M06/M08 A2996 830 84 -1500 VRB/05 RMK AO2
14837KMSN MSN20010201022009502/01/01 02:20:31  5-MIN KMSN 010820Z 26004KT 8SM CLR M06/M08 A2996 830 84 -1500 260/04 RMK AO2
14837KMSN MSN20010201022509502/01/01 02:25:31  5-MIN KMSN 010825Z 25005KT 8SM CLR M06/M08 A2996 830 84 -1500 250/05 RMK AO2
14837KMSN MSN20010201023009502/01/01 02:30:31  5-MIN KMSN 010830Z VRB03KT 9SM CLR M06/M08 A2996 830 84 -1500 VRB/03 RMK AO2
14837KMSN MSN20010201023509502/01/01 02:35:31  5-MIN KMSN 010835Z VRB04KT 9SM CLR M06/M08 A2996 830 84 -1500 VRB/04 RMK AO2
14837KMSN MSN20010201024009502/01/01 02:40:31  5-MIN KMSN 010840Z VRB05KT 9SM CLR M06/M08 A2996 830 84 -1500 VRB/05 RMK AO2
14837KMSN MSN20010201024509502/01/01 02:45:31  5-MIN KMSN 010845Z VRB04KT 9SM CLR M06/M09 A2996 820 81 -1500 VRB/04 RMK AO2
14837KMSN MSN20010201025011802/01/01 02:50:31  5-MIN KMSN 010850Z 27005KT 9SM CLR M06/M08 A2997 820 84 -1500 270/05 RMK AO2 SLP159 T10611083 53011
14837KMSN MSN20010201025509602/01/01 02:55:31  5-MIN KMSN 010855Z VRB03KT 10SM CLR M07/M08 A2997 820 88 -1600 VRB/03 RMK AO2
14837KMSN MSN20010201030009602/01/01 03:00:31  5-MIN KMSN 010900Z VRB04KT 10SM CLR M06/M08 A2997 820 84 -1500 VRB/04 RMK AO2
14837KMSN MSN20010201030509602/01/01 03:05:31  5-MIN KMSN 010905Z VRB04KT 10SM CLR M07/M09 A2997 820 84 -1600 VRB/04 RMK AO2
14837KMSN MSN20010201031009602/01/01 03:10:31  5-MIN KMSN 010910Z VRB03KT 10SM CLR M07/M08 A2997 820 88 -1600 VRB/03 RMK AO2
14837KMSN MSN20010201031509602/01/01 03:15:31  5-MIN KMSN 010915Z VRB04KT 10SM CLR M07/M09 A2997 820 84 -1600 VRB/04 RMK AO2
14837KMSN MSN20010201032009602/01/01 03:20:31  5-MIN KMSN 010920Z VRB03KT 10SM CLR M07/M09 A2997 810 84 -1600 VRB/03 RMK AO2
14837KMSN MSN20010201032509602/01/01 03:25:31  5-MIN KMSN 010925Z 26004KT 10SM CLR M07/M09 A2998 810 84 -1600 260/04 RMK AO2
14837KMSN MSN20010201033009602/01/01 03:30:31  5-MIN KMSN 010930Z VRB04KT 10SM CLR M07/M09 A2998 810 84 -1600 VRB/04 RMK AO2
14837KMSN MSN20010201033509602/01/01 03:35:31  5-MIN KMSN 010935Z 00000KT 10SM CLR M07/M09 A2998 810 84 -1600 000/00 RMK AO2
14837KMSN MSN20010201034009602/01/01 03:40:31  5-MIN KMSN 010940Z 00000KT 10SM CLR M07/M09 A2998 810 84 -1600 000/00 RMK AO2
14837KMSN MSN20010201034509502/01/01 03:45:31  5-MIN KMSN 010945Z VRB03KT 9SM CLR M07/M09 A2998 810 84 -1600 VRB/03 RMK AO2
14837KMSN MSN20010201035011202/01/01 03:50:31  5-MIN KMSN 010950Z VRB04KT 9SM CLR M07/M09 A2998 810 84 -1600 VRB/04 RMK AO2 SLP163 T10671089
14837KMSN MSN20010201035509602/01/01 03:55:31  5-MIN KMSN 010955Z 00000KT 10SM CLR M07/M09 A2998 810 84 -1600 000/00 RMK AO2
14837KMSN MSN20010201040009602/01/01 04:00:31  5-MIN KMSN 011000Z VRB03KT 10SM CLR M07/M09 A2998 810 84 -1600 VRB/03 RMK AO2
