14837KMSN MSN20050601000009306/01/05 00:00:49  5-MIN KMSN 010600Z 00000KT 10SM CLR 12/09 A3008 710 83  600 000/00 RMK AO2
14837KMSN MSN20050601000509306/01/05 00:05:31  5-MIN KMSN 010605Z 00000KT 10SM CLR 12/09 A3008 720 80  600 000/00 RMK AO2
14837KMSN MSN20050601001009306/01/05 00:10:31  5-MIN KMSN 010610Z 00000KT 10SM CLR 12/09 A3008 710 83  600 000/00 RMK AO2
14837KMSN MSN20050601001509306/01/05 00:15:31  5-MIN KMSN 010615Z 36003KT 10SM CLR 12/09 A3008 720 83  600 360/03 RMK AO2
14837KMSN MSN20050601002009306/01/05 00:20:31  5-MIN KMSN 010620Z 01003KT 10SM CLR 12/09 A3008 720 83  600 010/03 RMK AO2
14837KMSN MSN20050601002509306/01/05 00:25:31  5-MIN KMSN 010625Z 02003KT 10SM CLR 12/09 A3008 720 86  500 020/03 RMK AO2
14837KMSN MSN20050601003009306/01/05 00:30:31  5-MIN KMSN 010630Z 01003KT 10SM CLR 12/09 A3007 720 86  500 010/03 RMK AO2
14837KMSN MSN20050601003509306/01/05 00:35:31  5-MIN KMSN 010635Z 00000KT 10SM CLR 12/09 A3007 720 83  500 000/00 RMK AO2
14837KMSN MSN20050601004009306/01/05 00:40:31  5-MIN KMSN 010640Z 00000KT 10SM CLR 12/09 A3007 720 83  500 000/00 RMK AO2
14837KMSN MSN20050601004509306/01/05 00:45:31  5-MIN KMSN 010645Z 00000KT 10SM CLR 12/09 A3008 720 86  500 000/00 RMK AO2
14837KMSN MSN20050601005011006/01/05 00:50:31  5-MIN KMSN 010650Z 00000KT 10SM CLR 11/09 A3007 720 86  500 000/00 RMK AO2 SLP183 T01110089
14837KMSN MSN20050601005509306/01/05 00:55:31  5-MIN KMSN 010655Z 00000KT 10SM CLR 11/09 A3008 720 86  500 000/00 RMK AO2
14837KMSN MSN20050601010009306/01/05 01:00:31  5-MIN KMSN 010700Z 00000KT 10SM CLR 11/09 A3008 720 89  400 000/00 RMK AO2
14837KMSN MSN20050601010509306/01/05 01:05:31  5-MIN KMSN 010705Z 00000KT 10SM CLR 11/09 A3008 720 89  400 000/00 RMK AO2
14837KMSN MSN20050601011009306/01/05 01:10:31  5-MIN KMSN 010710Z 00000KT 10SM CLR 11/09 A3008 720 89  400 000/00 RMK AO2
14837KMSN MSN20050601011509306/01/05 01:15:31  5-MIN KMSN 010715Z 00000KT 10SM CLR 11/09 A3008 720 89  400 000/00 RMK AO2
14837KMSN MSN20050601012009306/01/05 01:20:31  5-MIN KMSN 010720Z 00000KT 10SM CLR 11/09 A3008 720 89  400 000/00 RMK AO2
14837KMSN MSN20050601012509306/01/05 01:25:31  5-MIN KMSN 010725Z 34003KT 10SM CLR 10/09 A3007 720 93  300 340/03 RMK AO2
14837KMSN MSN20050601013009306/01/05 01:30:31  5-MIN KMSN 010730Z 34003KT 10SM CLR 10/09 A3007 720 93  300 340/03 RMK AO2
14837KMSN MSN20050601013509306/01/05 01:35:31  5-MIN KMSN 010735Z 00000KT 10SM CLR 10/08 A3007 720 89  300 000/00 RMK AO2
14837KMSN MSN20050601014009306/01/05 01:40:31  5-MIN KMSN 010740Z 00000KT 10SM CLR 10/09 A3007 720 93  300 000/00 RMK AO2
14837KMSN MSN20050601014509306/01/05 01:45:31  5-MIN KMSN 010745Z 00000KT 10SM CLR 10/09 A3007 720 93  300 000/00 RMK AO2
14837KMSN MSN20050601015011006/01/05 01:50:31  5-MIN KMSN 010750Z 00000KT 10SM CLR 10/09 A3007 720 93  300 000/00 RMK AO2 SLP182 T01000089
14837KMSN MSN20050601015509306/01/05 01:55:31  5-MIN KMSN 010755Z 00000KT 10SM CLR 10/09 A3007 730 93  300 000/00 RMK AO2
14837KMSN MSN20050601020009306/01/05 02:00:31  5-MIN KMSN 010800Z 00000KT 10SM CLR 10/09 A3007 730 93  300 000/00 RMK AO2
14837KMSN MSN20050601020509306/01/05 02:05:31  5-MIN KMSN 010805Z 34003KT 10SM CLR 10/09 A3007 730 93  300 340/03 RMK AO2
14837KMSN MSN20050601021009306/01/05 02:10:31  5-MIN KMSN 010810Z 33003KT 10SM CLR 10/09 A3007 730 93  300 330/03 RMK AO2
14837KMSN MSN20050601021509306/01/05 02:15:31  5-MIN KMSN 010815Z 33003KT 10SM CLR 09/08 A3007 730 93  300 330/03 RMK AO2
14837KMSN MSN20050601022009306/01/05 02:20:31  5-MIN KMSN 010820Z 31003KT 10SM CLR 09/08 A3007 730 93  300 300/03 RMK AO2
14837KMSN MSN20050601022509306/01/05 02:25:31  5-MIN KMSN 010825Z 32003KT 10SM CLR 10/08 A3007 730 89  300 320/03 RMK AO2
14837KMSN MSN20050601023009306/01/05 02:30:31  5-MIN KMSN 010830Z 00000KT 10SM CLR 10/09 A3007 730 93  300 000/00 RMK AO2
14837KMSN MSN20050601023509306/01/05 02:35:31  5-MIN KMSN 010835Z 00000KT 10SM CLR 09/08 A3007 730 93  300 000/00 RMK AO2
14837KMSN MSN20050601024009306/01/05 02:40:31  5-MIN KMSN 010840Z 34003KT 10SM CLR 09/08 A3007 730 93  300 340/03 RMK AO2
14837KMSN MSN20050601024509306/01/05 02:45:31  5-MIN KMSN 010845Z 34003KT 10SM CLR 09/08 A3007 730 93  300 340/03 RMK AO2
14837KMSN MSN20050601025011606/01/05 02:50:31  5-MIN KMSN 010850Z 32003KT 10SM CLR 09/08 A3007 730 93  300 320/03 RMK AO2 SLP181 T00940083 58003
14837KMSN MSN20050601025509306/01/05 02:55:31  5-MIN KMSN 010855Z 31003KT 10SM CLR 09/08 A3007 730 93  300 310/03 RMK AO2
14837KMSN MSN20050601030009306/01/05 03:00:31  5-MIN KMSN 010900Z 00000KT 10SM CLR 09/08 A3007 730 93  300 000/00 RMK AO2
14837KMSN MSN20050601030509306/01/05 03:05:31  5-MIN KMSN 010905Z 00000KT 10SM CLR 09/08 A3007 730 93  300 000/00 RMK AO2
14837KMSN MSN20050601031009306/01/05 03:10:31  5-MIN KMSN 010910Z 00000KT 10SM CLR 09/08 A3007 730 93  300 000/00 RMK AO2
14837KMSN MSN20050601031509306/01/05 03:15:31  5-MIN KMSN 010915Z 00000KT 10SM CLR 09/08 A3007 730 93  300 000/00 RMK AO2
14837KMSN MSN20050601032009306/01/05 03:20:31  5-MIN KMSN 010920Z 00000KT 10SM CLR 09/08 A3007 730 93  300 000/00 RMK AO2
14837KMSN MSN20050601032509306/01/05 03:25:31  5-MIN KMSN 010925Z 00000KT 10SM CLR 09/08 A3007 730 93  300 000/00 RMK AO2
14837KMSN MSN20050601033009306/01/05 03:30:31  5-MIN KMSN 010930Z 00000KT 10SM CLR 09/08 A3007 730 93  300 000/00 RMK AO2
14837KMSN MSN20050601033509306/01/05 03:35:31  5-MIN KMSN 010935Z 00000KT 10SM CLR 09/08 A3007 730 93  300 000/00 RMK AO2
